Produção - feijão
Sigla;Código;Município;2017;2018;2019;2020;2021;2022;2023;
BA;2922607;Nilo Peçanha;1;1;1;2;2;4;4;
BA;2922656;Nordestina;17;22;56;0;36;150;150;
BA;2922706;Nova Canaã;80;151;102;170;144;240;226;
BA;2922730;Nova Fátima;21;2;2;38;18;345;321;
BA;2922755;Nova Ibiá;0;0;0;0;0;;;
BA;2922805;Nova Itarana;1;1;1;2;3;17;18;
BA;2922854;Nova Redenção;15;0;40;25;0;420;420;
BA;2922904;Nova Soure;180;100;108;100;97;2000;2060;
BA;2923001;Nova Viçosa;48;24;30;25;26;25;25;
BA;2923035;Novo Horizonte;123;106;177;203;252;276;230;
BA;2923050;Novo Triunfo;167;112;330;330;180;700;600;
BA;2923100;Olindina;210;250;240;250;250;952;1210;
BA;2923209;Oliveira dos Brejinhos;118;144;96;32;118;80;897;
BA;2923308;Ouriçangas;21;38;61;50;46;100;103;
BA;2923357;Ourolândia;88;122;180;122;178;1600;70;
BA;2923407;Palmas de Monte Alto;223;270;225;480;428;1600;1600;
BA;2923506;Palmeiras;10;34;17;56;2;192;192;
BA;2923605;Paramirim;600;450;415;630;567;2100;2017;
BA;2923704;Paratinga;218;280;281;500;462;1680;1685;
BA;2923803;Paripiranga;3360;400;3000;1200;400;600;200;
BA;2923902;Pau Brasil;0;0;0;0;0;;;
BA;2924009;Paulo Afonso;648;380;200;9;28;1535;196;
BA;2924058;Pé de Serra;20;2;2;58;19;467;482;
BA;2924108;Pedrão;17;11;12;30;29;50;47;
BA;2924207;Pedro Alexandre;368;3;84;90;1;1390;695;
BA;2924306;Piatã;98;120;150;350;361;350;343;
BA;2924405;Pilão Arcado;329;400;400;600;569;2800;2770;
BA;2924504;Pindaí;200;237;208;43;159;360;1800;
BA;2924603;Pindobaçu;57;46;25;90;83;500;845;
BA;2924652;Pintadas;33;35;0;35;34;350;333;
BA;2924678;Piraí do Norte;2;2;2;5;3;7;7;
BA;2924702;Piripá;25;60;24;100;93;400;350;
BA;2924801;Piritiba;543;322;93;540;112;900;271;
BA;2924900;Planaltino;11;10;8;16;17;8;8;
BA;2925006;Planalto;250;316;120;366;470;978;1359;
BA;2925105;Poções;396;73;39;78;145;260;554;
BA;2925204;Pojuca;0;0;1;2;2;;3;
BA;2925253;Ponto Novo;0;41;41;41;162;800;764;
BA;2925303;Porto Seguro;0;0;0;0;0;;;
BA;2925402;Potiraguá;17;13;13;10;10;10;11;
BA;2925501;Prado;110;82;110;90;81;110;120;
BA;2925600;Presidente Dutra;10;11;60;150;153;238;228;
BA;2925709;Presidente Jânio Quadros;9;90;36;200;206;1000;931;
BA;2925758;Presidente Tancredo Neves;34;50;48;50;57;70;70;
BA;2925808;Queimadas;0;0;0;11;3;950;100;
BA;2925907;Quijingue;4080;300;7680;900;850;10000;10015;
BA;2925931;Quixabeira;7;8;12;8;3;8;367;
BA;2925956;Rafael Jambeiro;28;160;0;160;163;1600;1520;
BA;2926004;Remanso;223;250;250;400;345;1600;1646;
BA;2926103;Retirolândia;0;0;2;80;30;300;300;
BA;2926202;Riachão das Neves;3414;5441;6100;7000;6930;5500;5066;
BA;2926301;Riachão do Jacuípe;19;2;2;33;17;333;271;
BA;2926400;Riacho de Santana;213;280;132;616;330;1800;2079;
BA;2926509;Ribeira do Amparo;250;95;78;810;817;2100;2205;
BA;2926608;Ribeira do Pombal;702;240;216;189;360;800;700;
BA;2926657;Ribeirão do Largo;68;40;35;100;117;300;276;
BA;2926707;Rio de Contas;58;62;123;120;120;430;397;
BA;2926806;Rio do Antônio;200;102;102;200;70;600;850;
BA;2926905;Rio do Pires;451;180;150;250;245;750;692;
BA;2927002;Rio Real;580;567;546;676;655;610;659;
BA;2927101;Rodelas;0;0;0;0;0;;;
BA;2927200;Ruy Barbosa;50;50;44;90;90;220;211;
BA;2927309;Salinas da Margarida;0;0;0;0;0;;;
BA;2927408;Salvador;0;0;0;0;0;;;
BA;2927507;Santa Bárbara;40;40;36;40;42;800;832;
BA;2927606;Santa Brígida;678;6;152;270;99;1500;252;
BA;2927705;Santa Cruz Cabrália;0;0;0;0;0;;;
BA;2927804;Santa Cruz da Vitória;0;3;3;3;3;4;4;
BA;2927903;Santa Inês;8;8;8;12;13;2;29;
BA;2928000;Santaluz;20;0;19;9;14;438;575;
BA;2928059;Santa Luzia;0;0;0;0;0;;;
BA;2928109;Santa Maria da Vitória;415;656;396;732;696;1414;550;
BA;2928208;Santana;55;132;142;150;1562;400;799;
BA;2928307;Santanópolis;14;130;90;130;121;800;800;
BA;2928406;Santa Rita de Cássia;650;550;450;700;584;1600;1519;
BA;2928505;Santa Teresinha;21;32;11;32;35;98;90;
BA;2928604;Santo Amaro;25;40;38;35;35;35;35;
BA;2928703;Santo Antônio de Jesus;29;35;29;45;41;55;49;
BA;2928802;Santo Estêvão;18;340;432;340;592;1800;1800;
BA;2928901;São Desidério;14591;15514;21124;17824;16767;11515;11767;
BA;2928950;São Domingos;0;0;0;0;0;152;100;
BA;2929008;São Félix;6;5;4;8;8;10;10;
BA;2929057;São Félix do Coribe;1213;1133;1134;786;1270;720;1072;
BA;2929107;São Felipe;2;9;15;9;9;25;28;
BA;2929206;São Francisco do Conde;0;0;0;0;0;;;
BA;2929255;São Gabriel;14;19;45;140;150;230;223;
BA;2929305;São Gonçalo dos Campos;350;200;101;200;198;500;500;
BA;2929354;São José da Vitória;0;0;0;0;0;;;
BA;2929370;São José do Jacuípe;5;8;24;10;4;60;60;
BA;2929404;São Miguel das Matas;0;0;0;0;0;;;
BA;2929503;São Sebastião do Passé;6;8;7;10;9;10;10;
BA;2929602;Sapeaçu;20;35;38;35;32;64;64;
BA;2929701;Sátiro Dias;1260;1690;1800;1200;1199;3125;2058;
BA;2929750;Saubara;3;4;5;5;5;7;8;
BA;2929800;Saúde;25;35;72;35;15;300;300;
BA;2929909;Seabra;52;124;117;0;21;563;563;
BA;2930006;Sebastião Laranjeiras;306;270;110;300;262;700;600;
BA;2930105;Senhor do Bonfim;1;44;44;44;106;1500;1510;
BA;2930154;Serra do Ramalho;49;100;100;210;177;1000;6540;
BA;2930204;Sento Sé;70;45;0;80;56;1024;1280;
BA;2930303;Serra Dourada;100;130;130;120;154;210;263;
BA;2930402;Serra Preta;83;124;0;124;117;776;815;
BA;2930501;Serrinha;464;967;452;1354;695;2055;318;
BA;2930600;Serrolândia;8;16;36;16;14;200;200;
BA;2930709;Simões Filho;2;3;3;3;2;3;2;
BA;2930758;Sítio do Mato;35;500;500;500;537;1000;1029;
BA;2930766;Sítio do Quinto;624;38;303;360;96;1280;1280;
BA;2930774;Sobradinho;67;38;0;75;48;153;142;
BA;2930808;Souto Soares;144;72;12;22;27;446;620;
BA;2930907;Tabocas do Brejo Velho;100;75;60;76;88;200;194;
BA;2931004;Tanhaçu;279;78;63;250;53;1100;1224;
BA;2931053;Tanque Novo;400;300;160;330;281;1000;950;
BA;2931103;Tanquinho;11;1;20;20;1;990;2000;
BA;2931202;Taperoá;9;15;14;12;13;20;19;
BA;2931301;Tapiramutá;1152;400;400;600;491;920;829;
BA;2931350;Teixeira de Freitas;120;25;40;22;23;30;28;
BA;2931400;Teodoro Sampaio;1;0;0;0;0;;;
BA;2931509;Teofilândia;77;37;309;214;162;1014;217;
BA;2931608;Teolândia;0;0;0;0;0;;;
BA;2931707;Terra Nova;2;3;3;3;3;4;4;
BA;2931806;Tremedal;33;60;60;200;190;1000;980;
BA;2931905;Tucano;1330;500;2950;1550;140;3800;3952;
BA;2932002;Uauá;45;50;230;160;120;3770;3920;
BA;2932101;Ubaíra;8;7;7;21;30;70;66;
BA;2932200;Ubaitaba;0;0;0;0;0;;;
BA;2932309;Ubatã;0;0;0;0;0;;;
BA;2932408;Uibaí;16;24;49;100;115;167;172;
BA;2932457;Umburanas;40;95;108;95;106;1000;220;
BA;2932507;Una;30;6;8;10;11;15;15;
BA;2932606;Urandi;200;385;385;500;433;1200;1200;
BA;2932705;Uruçuca;0;0;0;0;0;;;
BA;2932804;Utinga;44;32;32;30;26;60;59;
BA;2932903;Valença;25;30;27;25;28;40;39;
BA;2933000;Valente;0;0;6;36;0;300;120;
BA;2933059;Várzea da Roça;155;104;5;104;88;1504;1804;
BA;2933109;Várzea do Poço;7;10;108;10;23;800;800;
BA;2933158;Várzea Nova;60;40;40;50;45;150;255;
BA;2933174;Varzedo;4;6;8;6;5;8;8;
BA;2933208;Vera Cruz;0;0;0;0;0;;;
BA;2933257;Vereda;0;0;0;0;0;;;
BA;2933307;Vitória da Conquista;178;200;108;440;489;1200;1260;
BA;2933406;Wagner;90;36;28;40;39;60;58;
BA;2933455;Wanderley;324;200;220;140;140;240;256;
BA;2933505;Wenceslau Guimarães;0;0;0;0;0;;;
BA;2933604;Xique-Xique;56;50;44;100;91;300;294;
BA;2999919;Trancoso;;;;;;;;
BA;2999929;Barcellos;;;;;;;;
BA;2999939;Olivença;;;;;;;;
BA;2999949;Villa Verde;;;;;;;;
CE;2300101;Abaiara;500;491;206;432;319;1000;1220;
CE;2300150;Acarapé;170;171;182;180;188;492;430;
CE;2300200;Acaraú;725;1117;128;1025;1258;3104;3255;
CE;2300309;Acopiara;1105;1235;1592;2694;3390;6447;5158;
CE;2300408;Aiuaba;1802;1098;817;1440;980;2750;2800;
CE;2300507;Alcântaras;302;339;321;299;288;1020;900;
CE;2300606;Altaneira;120;50;36;47;59;155;140;
CE;2300705;Alto Santo;319;576;520;676;471;705;340;
CE;2300754;Amontada;1344;1805;782;896;964;4440;4376;
CE;2300804;Antonina do Norte;134;86;39;48;105;330;350;
CE;2300903;Apuiarés;458;727;624;546;212;2013;2215;
CE;2301000;Aquiraz;110;83;91;105;181;450;438;
CE;2301109;Aracati;279;462;469;318;250;1005;1016;
CE;2301208;Aracoiaba;1073;1304;815;1171;1236;3082;3351;
CE;2301257;Ararendá;115;224;92;56;78;270;306;
CE;2301307;Araripe;371;503;416;451;448;900;850;
CE;2301406;Aratuba;399;479;432;390;293;1074;1041;
CE;2301505;Arneiroz;255;514;389;454;330;1450;1440;
CE;2301604;Assaré;1595;382;264;883;393;1509;1038;
CE;2301703;Aurora;663;791;95;314;352;1257;1108;
CE;2301802;Baixio;40;87;93;124;139;160;140;
CE;2301851;Banabuiú;1200;180;585;419;260;1350;1005;
CE;2301901;Barbalha;250;409;364;405;312;433;427;
CE;2301950;Barreira;566;619;444;473;534;1280;1220;
CE;2302008;Barro;587;558;239;547;830;1373;1375;
CE;2302057;Barroquinha;83;43;34;88;97;500;480;
CE;2302107;Baturité;99;410;374;363;347;995;895;
CE;2302206;Beberibe;312;513;420;290;167;1100;1190;
CE;2302305;Bela Cruz;698;1178;411;232;1318;2607;2612;
CE;2302404;Boa Viagem;1580;2975;1680;2476;1368;7417;6000;
CE;2302503;Brejo Santo;1459;1705;528;1031;825;1239;1458;
CE;2302602;Camocim;561;714;186;685;812;3390;3400;
CE;2302701;Campos Sales;630;1081;900;425;508;1800;1700;
CE;2302800;Canindé;2031;1230;1785;3520;2192;11050;11000;
CE;2302909;Capistrano;455;424;165;416;215;1092;1060;
CE;2303006;Caridade;1452;2852;3100;1673;851;6700;6300;
CE;2303105;Cariré;1128;1239;1370;655;1067;3620;3255;
CE;2303204;Caririaçu;1062;400;364;554;537;1175;1166;
CE;2303303;Cariús;349;776;132;436;75;304;335;
CE;2303402;Carnaubal;46;184;161;156;300;1150;1685;
CE;2303501;Cascavel;79;347;295;504;225;1095;1146;
CE;2303600;Catarina;112;549;34;856;207;700;612;
CE;2303659;Catunda;1659;1174;2160;1206;814;2000;2100;
CE;2303709;Caucaia;522;424;204;760;323;2410;2350;
CE;2303808;Cedro;139;280;304;382;375;1123;1067;
CE;2303907;Chaval;126;25;31;19;25;235;237;
CE;2303931;Choró;960;675;465;477;257;1300;1250;
CE;2303956;Chorozinho;499;540;65;665;120;400;360;
CE;2304004;Coreaú;197;174;340;311;469;1485;1490;
CE;2304103;Crateús;5856;3231;4304;1614;2040;5050;5110;
CE;2304202;Crato;1080;495;455;675;500;1300;1310;
CE;2304236;Croatá;229;465;778;568;1229;2250;2357;
CE;2304251;Cruz;1237;1307;173;569;605;1618;2347;
CE;2304269;Deputado Irapuan Pinheiro;238;63;90;611;570;1800;1000;
CE;2304277;Ererê;154;185;148;162;124;352;251;
CE;2304285;Eusébio;7;8;4;7;4;11;9;
CE;2304301;Farias Brito;871;309;252;903;476;1658;1670;
CE;2304350;Forquilha;540;760;714;472;605;2530;2550;
CE;2304400;Fortaleza;0;0;0;0;0;;;
CE;2304459;Fortim;58;119;113;101;60;374;380;
CE;2304509;Frecheirinha;232;260;228;100;283;1100;1000;
CE;2304608;General Sampaio;336;300;234;215;92;760;990;
CE;2304657;Graça;536;600;324;625;688;1850;1650;
CE;2304707;Granja;2318;1152;685;1823;1277;4045;3800;
CE;2304806;Granjeiro;96;216;63;152;190;360;350;
CE;2304905;Groaíras;252;211;154;130;190;700;725;
CE;2304954;Guaiúba;176;229;112;148;62;150;170;
CE;2305001;Guaraciaba do Norte;936;577;1360;1223;2117;3955;3948;
CE;2305100;Guaramiranga;31;42;18;19;15;56;50;
CE;2305209;Hidrolândia;1667;1307;668;475;627;3000;2980;
CE;2305233;Horizonte;162;84;126;217;48;380;85;
CE;2305266;Ibaretama;1200;969;714;552;300;1400;1120;
CE;2305308;Ibiapina;918;609;950;1194;889;1940;1969;
CE;2305332;Ibicuitinga;2100;600;449;440;311;800;790;
CE;2305357;Icapuí;66;218;28;102;44;280;285;
CE;2305407;Icó;1279;1637;1633;1464;1551;3260;3235;
CE;2305506;Iguatu;305;331;527;1466;2168;2506;2245;
CE;2305605;Independência;287;2436;996;1561;1696;5310;5070;
CE;2305654;Ipaporanga;1142;1337;1172;356;830;1500;1450;
CE;2305704;Ipaumirim;173;369;173;306;266;384;393;
CE;2305803;Ipu;752;1430;779;1797;2814;6450;4003;
CE;2305902;Ipueiras;393;515;521;938;483;2052;1872;
CE;2306009;Iracema;150;288;250;229;219;608;504;
CE;2306108;Irauçuba;1100;600;522;565;305;2400;2500;
CE;2306207;Itaiçaba;45;112;126;82;39;270;280;
CE;2306256;Itaitinga;60;84;56;144;101;352;385;
CE;2306306;Itapagé;380;790;754;676;347;2014;2025;
CE;2306405;Itapipoca;2780;3403;575;503;1378;6143;5835;
CE;2306504;Itapiúna;688;622;785;1005;198;2030;1950;
CE;2306553;Itarema;964;1049;93;740;961;2590;2688;
CE;2306603;Itatira;846;621;352;528;611;3810;3048;
CE;2306702;Jaguaretama;225;316;897;973;503;1728;1530;
CE;2306801;Jaguaribara;135;118;248;305;345;654;604;
CE;2306900;Jaguaribe;519;597;913;961;842;1920;2030;
CE;2307007;Jaguaruana;172;205;209;150;138;656;687;
CE;2307106;Jardim;21;879;140;130;147;396;470;
CE;2307205;Jati;70;357;203;392;364;349;125;
CE;2307254;Jijoca de Jericoacoara;144;179;11;224;256;780;630;
CE;2307304;Juazeiro do Norte;272;263;141;315;184;565;571;
CE;2307403;Jucás;132;573;141;488;509;1834;1562;
CE;2307502;Lavras da Mangabeira;621;649;405;488;435;1218;1279;
CE;2307601;Limoeiro do Norte;1257;2107;1426;1393;921;2677;1821;
CE;2307635;Madalena;2146;938;720;764;374;3200;2800;
CE;2307650;Maracanaú;36;35;56;44;26;27;23;
CE;2307700;Maranguape;624;763;395;262;172;603;594;
CE;2307809;Marco;473;377;107;87;257;1152;1159;
CE;2307908;Martinópole;460;342;229;402;345;1277;1257;
CE;2308005;Massapê;211;514;140;180;281;1451;1422;
CE;2308104;Mauriti;2650;3626;1969;2553;1829;3630;3830;
CE;2308203;Meruoca;148;122;51;125;88;443;445;
CE;2308302;Milagres;401;521;238;325;338;663;1161;
CE;2308351;Milhã;376;540;609;761;672;2500;1666;
CE;2308377;Miraíma;124;258;163;193;260;1050;961;
CE;2308401;Missão Velha;1762;1269;467;1045;705;1828;1820;
CE;2308500;Mombaça;1127;597;1080;2007;1066;6310;8035;
CE;2308609;Monsenhor Tabosa;376;1016;966;677;480;3610;3970;
CE;2308708;Morada Nova;1407;1991;1437;2380;1342;2690;3453;
CE;2308807;Moraújo;155;168;91;96;182;680;690;
CE;2308906;Morrinhos;297;405;111;122;181;1390;1404;
CE;2309003;Mucambo;454;532;291;460;585;1800;1820;
CE;2309102;Mulungu;304;376;348;294;262;830;785;
CE;2309201;Nova Olinda;540;208;198;371;35;300;220;
CE;2309300;Nova Russas;238;187;227;124;193;820;850;
CE;2309409;Novo Oriente;3752;2444;2842;1257;991;3000;3050;
CE;2309458;Ocara;2261;2815;1770;2802;2678;8401;9250;
CE;2309508;Orós;76;349;303;215;164;308;460;
CE;2309607;Pacajus;371;468;104;403;192;338;90;
CE;2309706;Pacatuba;127;37;72;48;18;100;90;
CE;2309805;Pacoti;71;82;17;31;28;65;51;
CE;2309904;Pacujá;233;132;77;78;158;462;460;
CE;2310001;Palhano;222;377;574;460;258;1558;1590;
CE;2310100;Palmácia;57;45;22;35;25;92;95;
CE;2310209;Paracuru;420;124;86;248;161;805;820;
CE;2310258;Paraipaba;1294;1287;895;683;830;3115;3007;
CE;2310298;Cococi;;;;;;;;
CE;2310308;Parambu;1836;2506;2108;2175;2064;8500;8000;
CE;2310407;Paramoti;3012;3589;3061;1530;1160;5795;5950;
CE;2310506;Pedra Branca;345;1740;949;1646;1156;5120;5360;
CE;2310605;Penaforte;191;493;101;340;175;400;151;
CE;2310704;Pentecoste;1208;1157;819;746;389;2515;1407;
CE;2310803;Pereiro;374;1022;941;562;662;2052;2103;
CE;2310852;Pindoretama;269;169;309;366;102;250;202;
CE;2310902;Piquet Carneiro;419;225;484;376;310;1700;1500;
CE;2310951;Pires Ferreira;459;828;768;1000;947;2450;2460;
CE;2311009;Poranga;176;344;214;146;206;917;950;
CE;2311108;Porteiras;649;719;643;920;793;835;805;
CE;2311207;Potengi;1075;472;228;225;270;1200;850;
CE;2311231;Potiretama;506;1368;882;1788;1785;2200;2284;
CE;2311264;Quiterianópolis;716;899;834;583;439;3000;2030;
CE;2311306;Quixadá;1800;1772;1752;1638;883;3410;3211;
CE;2311355;Quixelô;245;221;76;344;353;800;310;
CE;2311405;Quixeramobim;2256;1000;1714;1577;897;3800;2710;
CE;2311504;Quixeré;500;309;693;282;274;840;542;
CE;2311603;Redenção;401;452;469;390;411;1228;1015;
CE;2311702;Reriutaba;784;617;242;329;611;2396;2558;
CE;2311801;Russas;373;486;673;836;361;2165;2534;
CE;2311900;Saboeiro;168;956;73;215;313;900;765;
CE;2311959;Salitre;2160;1155;519;568;491;2375;2200;
CE;2312007;Santana do Acaraú;578;1423;528;606;1101;5090;4052;
CE;2312106;Santana do Cariri;412;198;73;96;81;500;480;
CE;2312205;Santa Quitéria;4500;1200;3542;3516;2684;12747;10000;
CE;2312304;São Benedito;262;654;672;1070;1091;2850;2954;
CE;2312403;São Gonçalo do Amarante;337;540;379;444;291;1515;1060;
CE;2312502;São João do Jaguaribe;200;214;222;200;216;259;137;
CE;2312601;São Luís do Curu;315;160;143;340;210;740;750;
CE;2312700;Senador Pompeu;904;1320;1709;1440;792;4600;3385;
CE;2312809;Senador Sá;84;46;120;94;108;610;710;
CE;2312908;Sobral;1152;1570;1445;1032;739;4420;4510;
CE;2313005;Solonópole;456;761;1001;1070;945;3600;3500;
CE;2313104;Tabuleiro do Norte;393;468;185;300;449;1516;1670;
CE;2313203;Tamboril;3625;4329;4648;3687;3736;8860;8500;
CE;2313252;Tarrafas;623;211;98;97;55;405;430;
CE;2313302;Tauá;1280;2177;1944;2196;1815;7200;8500;
CE;2313351;Tejuçuoca;1562;331;480;336;306;2500;2080;
CE;2313401;Tianguá;820;261;663;1131;1130;2080;1891;
CE;2313500;Trairi;1104;1160;78;761;664;2307;2191;
CE;2313559;Tururu;393;964;679;823;817;3021;3103;
CE;2313609;Ubajara;659;605;579;724;592;1860;1857;
CE;2313708;Umari;191;236;113;300;266;301;250;
CE;2313757;Umirim;926;594;667;368;524;1860;1898;
CE;2313807;Uruburetama;240;198;212;165;179;550;1200;
CE;2313906;Uruoca;432;800;356;470;767;2120;1600;
CE;2313955;Varjota;540;174;210;214;432;1750;1250;
CE;2314003;Várzea Alegre;734;792;449;480;522;875;787;
CE;2314102;Viçosa do Ceará;576;738;930;823;920;3040;3022;
CE;2399919;Entre Rios;;;;;;;;
CE;2399929;Mecejana;;;;;;;;
CE;2399939;Vertentes;;;;;;;;
DF;5300108;Brasília;44625;35820;33609;46484;27240;13100;15100;
ES;3200102;Afonso Cláudio;81;128;117;106;132;148;148;
ES;3200136;Águia Branca;40;40;16;16;20;24;24;
ES;3200169;Água Doce do Norte;32;32;32;32;36;40;40;
ES;3200201;Alegre;350;315;360;315;315;450;450;
ES;3200300;Alfredo Chaves;224;304;304;304;304;190;190;
ES;3200359;Alto Rio Novo;9;6;6;6;6;6;6;
ES;3200409;Anchieta;29;33;33;28;35;20;12;
ES;3200508;Apiacá;34;34;15;14;28;24;27;
ES;3200607;Aracruz;48;48;48;48;52;42;42;
ES;3200706;Atilio Vivacqua;5;6;6;5;5;10;10;
ES;3200805;Baixo Guandu;60;70;70;70;61;40;40;
ES;3200904;Barra de São Francisco;72;72;72;72;90;90;90;
ES;3201001;Boa Esperança;12;13;23;22;26;17;20;
ES;3201100;Bom Jesus do Norte;6;6;10;7;7;12;6;
ES;3201159;Brejetuba;248;248;248;236;196;310;260;
ES;3201209;Cachoeiro de Itapemirim;122;122;105;105;111;120;120;
ES;3201308;Cariacica;5;9;10;9;7;12;12;
ES;3201407;Castelo;153;156;117;122;129;160;160;
ES;3201506;Colatina;288;306;306;306;255;170;170;
ES;3201605;Conceição da Barra;25;25;28;18;19;17;15;
ES;3201704;Conceição do Castelo;85;89;91;93;87;145;145;
ES;3201803;Divino de São Lourenço;34;34;28;23;23;40;35;
ES;3201902;Domingos Martins;1181;1181;430;430;461;540;590;
ES;3202009;Dores do Rio Preto;543;501;523;472;373;705;705;
ES;3202108;Ecoporanga;28;28;28;28;7;7;7;
ES;3202207;Fundão;20;34;38;35;34;12;12;
ES;3202256;Governador Lindenberg;28;53;43;40;39;20;45;
ES;3202306;Guaçuí;180;214;248;180;177;304;201;
ES;3202405;Guarapari;21;21;21;18;17;10;15;
ES;3202454;Ibatiba;360;360;422;360;360;480;445;
ES;3202504;Ibiraçu;18;18;30;30;24;22;22;
ES;3202553;Ibitirama;305;305;350;305;305;350;350;
ES;3202603;Iconha;8;9;9;7;8;8;15;
ES;3202652;Irupi;360;351;187;249;178;240;210;
ES;3202702;Itaguaçu;11;11;11;12;14;12;12;
ES;3202801;Itapemirim;8;12;12;11;11;16;11;
ES;3202900;Itarana;120;160;145;145;147;100;505;
ES;3203007;Iúna;292;292;273;254;260;325;325;
ES;3203056;Jaguaré;50;50;63;65;67;45;45;
ES;3203106;Jerônimo Monteiro;4;2;3;3;6;10;10;
ES;3203130;João Neiva;18;21;21;21;18;18;18;
ES;3203163;Laranja da Terra;80;160;88;120;143;100;40;
ES;3203205;Linhares;112;112;116;116;137;130;170;
ES;3203304;Mantenópolis;16;20;22;22;25;28;28;
ES;3203320;Marataízes;0;0;0;0;0;;;
ES;3203346;Marechal Floriano;270;168;168;168;175;140;130;
ES;3203353;Marilândia;80;60;72;65;65;48;48;
ES;3203403;Mimoso do Sul;39;36;12;32;26;50;50;
ES;3203502;Montanha;20;20;22;24;26;20;20;
ES;3203601;Mucurici;2;2;2;0;0;1;;
ES;3203700;Muniz Freire;365;365;340;240;270;340;340;
ES;3203809;Muqui;62;62;45;48;52;60;60;
ES;3203908;Nova Venécia;36;36;39;41;45;30;30;
ES;3204005;Pancas;23;104;104;104;102;90;90;
ES;3204054;Pedro Canário;35;35;39;24;25;20;20;
ES;3204104;Pinheiros;1175;1175;218;210;253;210;210;
ES;3204203;Piúma;7;7;7;6;7;5;2;
ES;3204252;Ponto Belo;0;0;2;3;7;6;3;
ES;3204302;Presidente Kennedy;52;32;32;25;29;45;45;
ES;3204351;Rio Bananal;150;180;180;162;180;80;80;
ES;3204401;Rio Novo do Sul;12;12;12;12;12;18;18;
ES;3204500;Santa Leopoldina;216;216;130;121;139;115;115;
ES;3204559;Santa Maria de Jetibá;2584;2552;2552;2552;2926;1770;1770;
ES;3204609;Santa Teresa;69;150;114;116;119;100;55;
ES;3204658;São Domingos do Norte;150;48;4;2;2;;;
ES;3204708;São Gabriel da Palha;37;57;41;36;36;40;40;
ES;3204807;São José do Calçado;39;39;46;39;39;70;70;
ES;3204906;São Mateus;63;63;72;109;112;90;90;
ES;3204955;São Roque do Canaã;14;8;4;4;4;4;4;
ES;3205002;Serra;0;0;0;0;0;;;
ES;3205010;Sooretama;120;120;83;83;111;100;100;
ES;3205036;Vargem Alta;78;78;78;78;78;130;80;
ES;3205069;Venda Nova do Imigrante;93;45;45;45;45;75;75;
ES;3205101;Viana;20;20;20;22;22;15;16;
ES;3205150;Vila Pavão;10;10;11;26;34;25;25;
ES;3205176;Vila Valério;128;128;144;144;224;220;220;
ES;3205200;Vila Velha;0;0;0;0;0;;;
ES;3205309;Vitória;0;0;0;0;0;;;
ES;3299919;Riacho;;;;;;;;
ES;3299929;Ponte do Itabapoana;;;;;;;;
GO;5200050;Abadia de Goiás;0;0;0;0;0;;;
GO;5200100;Abadiânia;15;0;0;0;0;;;
GO;5200134;Acreúna;3192;2580;1350;1650;1216;400;400;
GO;5200159;Adelândia;0;0;0;0;0;;;
GO;5200175;Água Fria de Goiás;19575;12900;14298;13200;23651;6900;2640;
GO;5200209;Água Limpa;0;0;0;0;0;;;
GO;5200258;Águas Lindas de Goiás;11;15;0;0;0;;5;
GO;5200308;Alexânia;350;392;448;288;696;290;385;
GO;5200506;Aloândia;0;0;0;0;0;;;
GO;5200555;Alto Horizonte;0;0;0;0;0;;;
GO;5200605;Alto Paraíso de Goiás;10560;7900;14551;11200;5400;4100;2770;
GO;5200803;Alvorada do Norte;60;360;240;483;569;258;100;
GO;5200829;Amaralina;0;0;0;0;0;;;
GO;5200852;Americano do Brasil;0;0;136;0;0;;;
GO;5200902;Amorinópolis;0;0;0;0;0;;;
GO;5201108;Anápolis;0;0;0;0;0;;;
GO;5201207;Anhanguera;0;0;0;0;0;;;
GO;5201306;Anicuns;0;0;0;0;0;;;
GO;5201405;Aparecida de Goiânia;0;0;0;0;0;;;
GO;5201454;Aparecida do Rio Doce;0;0;0;0;0;;;
GO;5201504;Aporé;0;0;0;0;0;;;
GO;5201603;Araçu;0;0;0;0;0;;;
GO;5201702;Aragarças;0;0;0;0;0;;;
GO;5201801;Aragoiânia;0;0;0;0;0;;;
GO;5202155;Araguapaz;0;0;0;0;0;;;
GO;5202353;Arenópolis;0;0;0;0;0;;;
GO;5202502;Aruanã;0;0;0;495;495;165;165;
GO;5202601;Aurilândia;0;0;0;0;0;;;
GO;5202809;Avelinópolis;0;0;0;0;0;;;
GO;5203104;Baliza;0;0;0;0;0;;;
GO;5203203;Barro Alto;0;0;0;0;0;;;
GO;5203302;Bela Vista de Goiás;0;0;0;0;0;;;
GO;5203401;Bom Jardim de Goiás;0;0;0;0;0;;;
GO;5203500;Bom Jesus de Goiás;1170;1134;396;320;256;120;200;
GO;5203559;Bonfinópolis;0;0;0;0;0;;;
GO;5203575;Bonópolis;0;0;1095;1091;1170;426;427;
GO;5203609;Brazabrantes;0;0;0;0;0;;;
GO;5203807;Britânia;5599;4600;4620;7410;7410;2470;2470;
GO;5203906;Buriti Alegre;0;0;0;0;0;;;
GO;5203939;Buriti de Goiás;0;0;0;0;0;;;
GO;5203962;Buritinópolis;1;33;0;24;24;6;6;
GO;5204003;Cabeceiras;14050;10575;9300;8000;9400;3500;3270;
GO;5204102;Cachoeira Alta;0;0;0;0;0;;;
