CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clínica Básica por Município
Período:Jul/2024
"Município";"Clínica_Básica"
"352430 JABOTICABAL";70
"352440 JACAREI";241
"352450 JACI";5
"352460 JACUPIRANGA";10
"352470 JAGUARIUNA";88
"352480 JALES";123
"352490 JAMBEIRO";1
"352500 JANDIRA";57
"352510 JARDINOPOLIS";30
"352520 JARINU";30
"352530 JAU";117
"352540 JERIQUARA";2
"352550 JOANOPOLIS";11
"352560 JOAO RAMALHO";3
"352570 JOSE BONIFACIO";54
"352580 JULIO MESQUITA";2
"352585 JUMIRIM";3
"352590 JUNDIAI";467
"352600 JUNQUEIROPOLIS";4
"352610 JUQUIA";4
"352620 JUQUITIBA";19
"352630 LAGOINHA";10
"352640 LARANJAL PAULISTA";68
"352650 LAVINIA";9
"352660 LAVRINHAS";19
"352670 LEME";188
"352680 LENCOIS PAULISTA";148
"352690 LIMEIRA";281
"352700 LINDOIA";8
"352710 LINS";152
"352720 LORENA";142
"352725 LOURDES";3
"352730 LOUVEIRA";32
"352740 LUCELIA";15
"352750 LUCIANOPOLIS";2
"352760 LUIS ANTONIO";26
"352770 LUIZIANIA";3
"352780 LUPERCIO";2
"352790 LUTECIA";2
"352800 MACATUBA";20
"352810 MACAUBAL";2
"352830 MAGDA";2
"352840 MAIRINQUE";42
"352850 MAIRIPORA";33
"352860 MANDURI";5
"352870 MARABA PAULISTA";1
"352880 MARACAI";14
"352890 MARIAPOLIS";4
"352900 MARILIA";961
"352910 MARINOPOLIS";3
"352920 MARTINOPOLIS";29
"352930 MATAO";80
"352940 MAUA";289
"352950 MENDONCA";9
"352960 MERIDIANO";6
"352965 MESOPOLIS";2
"352970 MIGUELOPOLIS";29
"352980 MINEIROS DO TIETE";5
"352990 MIRACATU";9
"353000 MIRA ESTRELA";2
"353010 MIRANDOPOLIS";38
"353020 MIRANTE DO PARANAPANEMA";12
"353030 MIRASSOL";122
"353040 MIRASSOLANDIA";3
"353050 MOCOCA";104
"353060 MOGI DAS CRUZES";247
"353070 MOGI GUACU";179
"353080 MOGI MIRIM";165
"353090 MOMBUCA";3
"353100 MONCOES";4
"353110 MONGAGUA";16
"353120 MONTE ALEGRE DO SUL";5
"353130 MONTE ALTO";68
"353140 MONTE APRAZIVEL";25
"353150 MONTE AZUL PAULISTA";37
"353160 MONTE CASTELO";3
"353170 MONTEIRO LOBATO";2
"353180 MONTE MOR";71
"353190 MORRO AGUDO";88
"353200 MORUNGABA";24
"353205 MOTUCA";2
"353210 MURUTINGA DO SUL";4
"353215 NANTES";11
"353220 NARANDIBA";1
"353230 NATIVIDADE DA SERRA";5
"353240 NAZARE PAULISTA";8
"353250 NEVES PAULISTA";6
"353260 NHANDEARA";25
"353270 NIPOA";3
"353280 NOVA ALIANCA";8
"353282 NOVA CAMPINA";3
"353284 NOVA CANAA PAULISTA";1
"353286 NOVA CASTILHO";1
"353290 NOVA EUROPA";10
"353300 NOVA GRANADA";24
"353310 NOVA GUATAPORANGA";4
"353320 NOVA INDEPENDENCIA";6
"353325 NOVAIS";5
"353340 NOVA ODESSA";44
"353350 NOVO HORIZONTE";118
"353360 NUPORANGA";14
"353370 OCAUCU";3
"353380 OLEO";4
"353390 OLIMPIA";51
"353400 ONDA VERDE";4
"353410 ORIENTE";5
"353420 ORINDIUVA";10
"353430 ORLANDIA";93
"353440 OSASCO";591
"353450 OSCAR BRESSANE";2
"353460 OSVALDO CRUZ";32
"353470 OURINHOS";167
"353475 OUROESTE";11
"353480 OURO VERDE";5
"353490 PACAEMBU";34
"353500 PALESTINA";6
"353510 PALMARES PAULISTA";13
"353520 PALMEIRA D'OESTE";9
"353530 PALMITAL";16
"353540 PANORAMA";8
"353550 PARAGUACU PAULISTA";53
"353560 PARAIBUNA";19
"353580 PARANAPANEMA";14
"353590 PARANAPUA";3
"353600 PARAPUA";5
"353620 PARIQUERA-ACU";10
"353625 PARISI";1
"353630 PATROCINIO PAULISTA";8
"353640 PAULICEIA";2
"353650 PAULINIA";144
"353660 PAULO DE FARIA";5
"353670 PEDERNEIRAS";39
"353680 PEDRA BELA";4
"353690 PEDRANOPOLIS";4
"353700 PEDREGULHO";19
"353710 PEDREIRA";64
"353715 PEDRINHAS PAULISTA";2
"353720 PEDRO DE TOLEDO";11
"353730 PENAPOLIS";126
"353740 PEREIRA BARRETO";19
"353750 PEREIRAS";9
"353760 PERUIBE";66
"353770 PIACATU";6
"353780 PIEDADE";38
"353790 PILAR DO SUL";32
"353800 PINDAMONHANGABA";247
"353810 PINDORAMA";15
"353820 PINHALZINHO";9
"353850 PIQUETE";5
"353860 PIRACAIA";18
"353870 PIRACICABA";442
"353880 PIRAJU";25
"353890 PIRAJUI";45
"353900 PIRANGI";15
"353910 PIRAPORA DO BOM JESUS";10
"353920 PIRAPOZINHO";23
"353930 PIRASSUNUNGA";140
"353940 PIRATININGA";18
"353950 PITANGUEIRAS";39
"353960 PLANALTO";3
"353980 POA";62
"353990 POLONI";5
"354000 POMPEIA";60
"354020 PONTAL";30
"354025 PONTALINDA";2
"354030 PONTES GESTAL";1
"354040 POPULINA";2
"354050 PORANGABA";8
"354060 PORTO FELIZ";58
"354070 PORTO FERREIRA";57
"354075 POTIM";12
"354080 POTIRENDABA";10
"354085 PRACINHA";2
"354090 PRADOPOLIS";9
"354100 PRAIA GRANDE";240
"354105 PRATANIA";3
"354120 PRESIDENTE BERNARDES";12
"354130 PRESIDENTE EPITACIO";76
"354140 PRESIDENTE PRUDENTE";97
"354150 PRESIDENTE VENCESLAU";53
"354160 PROMISSAO";39
"354170 QUATA";25
"354180 QUEIROZ";2
"354190 QUELUZ";7
"354200 QUINTANA";5
"354210 RAFARD";6
"354220 RANCHARIA";39
"354230 REDENCAO DA SERRA";1
"354240 REGENTE FEIJO";20
"354250 REGINOPOLIS";6
"354260 REGISTRO";83
"354270 RESTINGA";2
"354280 RIBEIRA";3
"354290 RIBEIRAO BONITO";15
"354300 RIBEIRAO BRANCO";8
"354310 RIBEIRAO CORRENTE";3
"354323 RIBEIRAO DOS INDIOS";2
"354325 RIBEIRAO GRANDE";1
"354330 RIBEIRAO PIRES";103
"354340 RIBEIRAO PRETO";1022
"354350 RIVERSUL";2
"354360 RIFAINA";3
"354370 RINCAO";12
"354380 RINOPOLIS";5
"354390 RIO CLARO";286
"354400 RIO DAS PEDRAS";59
"354410 RIO GRANDE DA SERRA";28
"354420 RIOLANDIA";7
"354425 ROSANA";22
"354430 ROSEIRA";4
"354440 RUBIACEA";3
"354460 SABINO";5
"354470 SAGRES";1
"354480 SALES";4
"354490 SALES OLIVEIRA";31
"354500 SALESOPOLIS";7
"354510 SALMOURAO";4
"354515 SALTINHO";1
"354520 SALTO";102
"354530 SALTO DE PIRAPORA";33
"354540 SALTO GRANDE";8
"354550 SANDOVALINA";1
"354560 SANTA ADELIA";26
"354570 SANTA ALBERTINA";2
"354580 SANTA BARBARA D'OESTE";38
"354600 SANTA BRANCA";3
"354610 SANTA CLARA D'OESTE";2
"354620 SANTA CRUZ DA CONCEICAO";5
"354625 SANTA CRUZ DA ESPERANCA";5
"354630 SANTA CRUZ DAS PALMEIRAS";54
"354640 SANTA CRUZ DO RIO PARDO";69
"354660 SANTA FE DO SUL";42
"354670 SANTA GERTRUDES";26
"354680 SANTA ISABEL";35
"354690 SANTA LUCIA";3
"354700 SANTA MARIA DA SERRA";2
"354710 SANTA MERCEDES";3
"354720 SANTANA DA PONTE PENSA";1
"354730 SANTANA DE PARNAIBA";84
"354740 SANTA RITA D'OESTE";2
"354750 SANTA RITA DO PASSA QUATRO";12
"354760 SANTA ROSA DE VITERBO";43
"354770 SANTO ANASTACIO";13
"354780 SANTO ANDRE";459
"354790 SANTO ANTONIO DA ALEGRIA";10
"354800 SANTO ANTONIO DE POSSE";37
"354805 SANTO ANTONIO DO ARACANGUA";6
"354810 SANTO ANTONIO DO JARDIM";4
"354820 SANTO ANTONIO DO PINHAL";3
"354830 SANTO EXPEDITO";3
"354840 SANTOPOLIS DO AGUAPEI";2
"354850 SANTOS";1292
"354860 SAO BENTO DO SAPUCAI";2
"354870 SAO BERNARDO DO CAMPO";817
"354880 SAO CAETANO DO SUL";333
"354890 SAO CARLOS";553
"354900 SAO FRANCISCO";3
"354910 SAO JOAO DA BOA VISTA";78
"354920 SAO JOAO DAS DUAS PONTES";3
"354930 SAO JOAO DO PAU D'ALHO";2
"354940 SAO JOAQUIM DA BARRA";134
"354950 SAO JOSE DA BELA VISTA";4
"354960 SAO JOSE DO BARREIRO";3
"354970 SAO JOSE DO RIO PARDO";96
"354980 SAO JOSE DO RIO PRETO";434
"354990 SAO JOSE DOS CAMPOS";892
"354995 SAO LOURENCO DA SERRA";6
"355000 SAO LUIS DO PARAITINGA";7
"355010 SAO MANUEL";50
"355020 SAO MIGUEL ARCANJO";27
"355030 SAO PAULO";14826
"355040 SAO PEDRO";101
"355050 SAO PEDRO DO TURVO";2
"355060 SAO ROQUE";185
"355070 SAO SEBASTIAO";90
"355080 SAO SEBASTIAO DA GRAMA";16
"355090 SAO SIMAO";25
"355100 SAO VICENTE";184
"355110 SARAPUI";13
"355130 SEBASTIANOPOLIS DO SUL";1
"355140 SERRA AZUL";9
"355150 SERRANA";39
"355160 SERRA NEGRA";71
"355170 SERTAOZINHO";201
"355180 SETE BARRAS";15
"355190 SEVERINIA";14
"355200 SILVEIRAS";10
"355210 SOCORRO";53
"355220 SOROCABA";1002
"355230 SUD MENNUCCI";7
"355240 SUMARE";140
"355250 SUZANO";210
"355255 SUZANAPOLIS";5
"355260 TABAPUA";10
"355270 TABATINGA";7
"355280 TABOAO DA SERRA";166
"355300 TAGUAI";11
"355310 TAIACU";6
"355320 TAIUVA";1
"355330 TAMBAU";51
"355340 TANABI";35
"355350 TAPIRAI";10
"355360 TAPIRATIBA";15
"355365 TAQUARAL";3
"355370 TAQUARITINGA";116
"355380 TAQUARITUBA";18
"355385 TAQUARIVAI";1
"355390 TARABAI";2
"355395 TARUMA";13
"355400 TATUI";268
"355410 TAUBATE";468
"355420 TEJUPA";3
"355430 TEODORO SAMPAIO";27
"355440 TERRA ROXA";9
"355450 TIETE";27
"355460 TIMBURI";2
"355465 TORRE DE PEDRA";1
"355470 TORRINHA";4
"355480 TREMEMBE";35
"355490 TRES FRONTEIRAS";4
"355495 TUIUTI";3
"355500 TUPA";98
"355510 TUPI PAULISTA";16
"355520 TURIUBA";1
"355530 TURMALINA";2
"355535 UBARANA";3
"355540 UBATUBA";50
"355550 UBIRAJARA";2
"355560 UCHOA";10
"355570 UNIAO PAULISTA";4
"355580 URANIA";8
"355600 URUPES";15
"355610 VALENTIM GENTIL";5
"355620 VALINHOS";284
"355630 VALPARAISO";20
"355635 VARGEM";4
"355640 VARGEM GRANDE DO SUL";167
"355645 VARGEM GRANDE PAULISTA";64
"355650 VARZEA PAULISTA";61
"355660 VERA CRUZ";10
"355670 VINHEDO";239
"355680 VIRADOURO";10
"355690 VISTA ALEGRE DO ALTO";6
"355700 VOTORANTIM";127
"355710 VOTUPORANGA";276
"355715 ZACARIAS";3
"355720 CHAVANTES";13
"355730 ESTIVA GERBI";8
"410010 ABATIA";4
"410020 ADRIANOPOLIS";7
"410030 AGUDOS DO SUL";8
"410040 ALMIRANTE TAMANDARE";56
"410045 ALTAMIRA DO PARANA";6
"410050 ALTONIA";23
"410060 ALTO PARANA";4
"410070 ALTO PIQUIRI";11
"410080 ALVORADA DO SUL";7
"410090 AMAPORA";2
"410100 AMPERE";20
"410110 ANDIRA";16
"410115 ANGULO";2
"410120 ANTONINA";6
"410130 ANTONIO OLINTO";10
"410140 APUCARANA";212
"410150 ARAPONGAS";115
"410160 ARAPOTI";64
"410165 ARAPUA";2
"410170 ARARUNA";11
"410180 ARAUCARIA";83
"410185 ARIRANHA DO IVAI";3
"410190 ASSAI";25
"410200 ASSIS CHATEAUBRIAND";65
"410210 ASTORGA";42
"410220 ATALAIA";7
"410230 BALSA NOVA";14
"410240 BANDEIRANTES";44
"410250 BARBOSA FERRAZ";36
"410260 BARRACAO";17
"410270 BARRA DO JACARE";3
"410275 BELA VISTA DA CAROBA";1
"410280 BELA VISTA DO PARAISO";27
"410290 BITURUNA";13
"410300 BOA ESPERANCA";3
"410302 BOA ESPERANCA DO IGUACU";3
"410304 BOA VENTURA DE SAO ROQUE";2
"410305 BOA VISTA DA APARECIDA";8
"410310 BOCAIUVA DO SUL";11
"410315 BOM JESUS DO SUL";2
"410320 BOM SUCESSO";12
"410322 BOM SUCESSO DO SUL";7
"410330 BORRAZOPOLIS";12
"410335 BRAGANEY";4
"410337 BRASILANDIA DO SUL";3
"410340 CAFEARA";2
"410345 CAFELANDIA";26
"410347 CAFEZAL DO SUL";5
"410350 CALIFORNIA";11
"410360 CAMBARA";41
"410370 CAMBE";76
"410380 CAMBIRA";10
"410390 CAMPINA DA LAGOA";8
"410395 CAMPINA DO SIMAO";3
"410400 CAMPINA GRANDE DO SUL";54
"410405 CAMPO BONITO";4
"410410 CAMPO DO TENENTE";8
"410420 CAMPO LARGO";136
"410425 CAMPO MAGRO";21
"410430 CAMPO MOURAO";214
"410440 CANDIDO DE ABREU";10
"410442 CANDOI";14
"410445 CANTAGALO";11
"410450 CAPANEMA";29
"410460 CAPITAO LEONIDAS MARQUES";20
"410465 CARAMBEI";33
"410470 CARLOPOLIS";11
"410480 CASCAVEL";438
"410490 CASTRO";48
"410500 CATANDUVAS";9
"410510 CENTENARIO DO SUL";14
"410520 CERRO AZUL";17
"410530 CEU AZUL";10
"410540 CHOPINZINHO";42
"410550 CIANORTE";103
"410560 CIDADE GAUCHA";2
"410570 CLEVELANDIA";17
"410580 COLOMBO";102
"410590 COLORADO";42
"410600 CONGONHINHAS";8
"410610 CONSELHEIRO MAIRINCK";4
"410620 CONTENDA";11
"410630 CORBELIA";21
"410640 CORNELIO PROCOPIO";65
"410645 CORONEL DOMINGOS SOARES";15
"410650 CORONEL VIVIDA";62
"410655 CORUMBATAI DO SUL";2
"410657 CRUZEIRO DO IGUACU";7
"410660 CRUZEIRO DO OESTE";26
"410680 CRUZ MACHADO";14
"410685 CRUZMALTINA";3
"410690 CURITIBA";1789
"410700 CURIUVA";12
"410710 DIAMANTE DO NORTE";1
"410712 DIAMANTE DO SUL";4
"410715 DIAMANTE D'OESTE";1
"410720 DOIS VIZINHOS";35
"410725 DOURADINA";11
"410730 DOUTOR CAMARGO";2
"410740 ENEAS MARQUES";11
"410750 ENGENHEIRO BELTRAO";16
"410752 ESPERANCA NOVA";1
"410754 ESPIGAO ALTO DO IGUACU";9
"410755 FAROL";3
"410760 FAXINAL";46
"410765 FAZENDA RIO GRANDE";62
"410770 FENIX";4
"410773 FERNANDES PINHEIRO";8
"410775 FIGUEIRA";10
"410780 FLORAI";4
"410785 FLOR DA SERRA DO SUL";5
"410790 FLORESTA";5
"410800 FLORESTOPOLIS";9
"410820 FORMOSA DO OESTE";5
"410830 FOZ DO IGUACU";250
"410832 FRANCISCO ALVES";6
"410840 FRANCISCO BELTRAO";256
"410845 FOZ DO JORDAO";7
"410850 GENERAL CARNEIRO";5
"410855 GODOY MOREIRA";4
"410860 GOIOERE";26
"410865 GOIOXIM";4
"410870 GRANDES RIOS";2
"410880 GUAIRA";103
"410895 GUAMIRANGA";11
"410900 GUAPIRAMA";1
"410920 GUARACI";6
"410930 GUARANIACU";15
"410940 GUARAPUAVA";304
"410950 GUARAQUECABA";2
"410960 GUARATUBA";35
"410965 HONORIO SERPA";14
"410970 IBAITI";28
"410975 IBEMA";3
"410980 IBIPORA";49
"410990 ICARAIMA";9
"411000 IGUARACU";3
"411005 IGUATU";4
"411007 IMBAU";8
"411010 IMBITUVA";46
"411020 INACIO MARTINS";24
"411030 INAJA";1
"411040 INDIANOPOLIS";2
"411050 IPIRANGA";37
"411060 IPORA";12
"411070 IRATI";66
"411080 IRETAMA";3
"411090 ITAGUAJE";6
"411095 ITAIPULANDIA";5
"411100 ITAMBARACA";1
"411110 ITAMBE";5
"411120 ITAPEJARA D'OESTE";7
"411125 ITAPERUCU";16
"411130 ITAUNA DO SUL";6
"411140 IVAI";10
"411150 IVAIPORA";45
"411155 IVATE";8
"411160 IVATUBA";4
"411170 JABOTI";9
"411180 JACAREZINHO";94
"411190 JAGUAPITA";7
"411200 JAGUARIAIVA";38
"411210 JANDAIA DO SUL";36
"411220 JANIOPOLIS";3
"411230 JAPIRA";13
"411240 JAPURA";8
"411250 JARDIM ALEGRE";10
"411270 JATAIZINHO";3
"411275 JESUITAS";5
"411280 JOAQUIM TAVORA";16
"411290 JUNDIAI DO SUL";5
"411295 JURANDA";7
"411300 JUSSARA";1
"411310 KALORE";3
"411320 LAPA";62
"411325 LARANJAL";2
"411330 LARANJEIRAS DO SUL";43
"411340 LEOPOLIS";4
"411342 LIDIANOPOLIS";2
"411345 LINDOESTE";3
"411350 LOANDA";45
"411360 LOBATO";2
"411370 LONDRINA";813
"411373 LUIZIANA";4
"411375 LUNARDELLI";7
"411380 LUPIONOPOLIS";3
"411390 MALLET";5
"411400 MAMBORE";16
"411410 MANDAGUACU";14
"411420 MANDAGUARI";40
"411430 MANDIRITUBA";10
"411435 MANFRINOPOLIS";7
"411440 MANGUEIRINHA";18
"411450 MANOEL RIBAS";16
"411460 MARECHAL CANDIDO RONDON";139
"411470 MARIA HELENA";6
"411480 MARIALVA";42
"411490 MARILANDIA DO SUL";8
"411510 MARILUZ";13
"411520 MARINGA";372
"411530 MARIOPOLIS";6
"411535 MARIPA";8
"411540 MARMELEIRO";14
"411545 MARQUINHO";1
"411550 MARUMBI";3
"411560 MATELANDIA";30
"411570 MATINHOS";30
"411573 MATO RICO";7
"411575 MAUA DA SERRA";10
"411580 MEDIANEIRA";112
"411585 MERCEDES";16
"411600 MIRASELVA";2
"411605 MISSAL";7
"411610 MOREIRA SALES";10
"411620 MORRETES";13
"411630 MUNHOZ DE MELO";7
"411670 NOVA AURORA";6
"411680 NOVA CANTU";6
"411690 NOVA ESPERANCA";34
"411695 NOVA ESPERANCA DO SUDOESTE";4
"411700 NOVA FATIMA";3
"411705 NOVA LARANJEIRAS";7
"411710 NOVA LONDRINA";10
"411720 NOVA OLIMPIA";5
"411721 NOVA SANTA BARBARA";5
"411722 NOVA SANTA ROSA";10
"411725 NOVA PRATA DO IGUACU";16
"411727 NOVA TEBAS";19
"411729 NOVO ITACOLOMI";4
"411730 ORTIGUEIRA";30
"411740 OURIZONA";1
"411745 OURO VERDE DO OESTE";3
"411750 PAICANDU";28
"411760 PALMAS";66
"411770 PALMEIRA";75
"411780 PALMITAL";10
"411790 PALOTINA";106
"411800 PARAISO DO NORTE";9
"411810 PARANACITY";14
"411820 PARANAGUA";170
"411830 PARANAPOEMA";2
"411840 PARANAVAI";105
"411845 PATO BRAGADO";18
"411850 PATO BRANCO";271
"411860 PAULA FREITAS";11
"411870 PAULO FRONTIN";7
"411880 PEABIRU";12
"411885 PEROBAL";10
"411890 PEROLA";8
"411910 PIEN";15
"411915 PINHAIS";135
"411920 PINHALAO";13
"411925 PINHAL DE SAO BENTO";4
"411930 PINHAO";20
"411940 PIRAI DO SUL";22
"411950 PIRAQUARA";79
"411960 PITANGA";49
"411965 PITANGUEIRAS";3
"411980 PLANALTO";15
"411990 PONTA GROSSA";378
"411995 PONTAL DO PARANA";43
"412000 PORECATU";9
"412010 PORTO AMAZONAS";9
"412015 PORTO BARREIRO";2
"412030 PORTO VITORIA";10
"412033 PRADO FERREIRA";3
"412035 PRANCHITA";6
"412050 PRIMEIRO DE MAIO";9
"412060 PRUDENTOPOLIS";48
"412065 QUARTO CENTENARIO";5
"412070 QUATIGUA";14
"412080 QUATRO BARRAS";47
"412085 QUATRO PONTES";6
"412090 QUEDAS DO IGUACU";20
"412100 QUERENCIA DO NORTE";4
"412110 QUINTA DO SOL";2
"412120 QUITANDINHA";18
"412125 RAMILANDIA";3
"412130 RANCHO ALEGRE";2
"412135 RANCHO ALEGRE D'OESTE";2
"412140 REALEZA";19
"412150 REBOUCAS";17
"412160 RENASCENCA";7
"412170 RESERVA";34
"412175 RESERVA DO IGUACU";7
"412180 RIBEIRAO CLARO";20
"412190 RIBEIRAO DO PINHAL";13
"412200 RIO AZUL";19
"412210 RIO BOM";4
"412215 RIO BONITO DO IGUACU";10
"412217 RIO BRANCO DO IVAI";6
"412220 RIO BRANCO DO SUL";16
"412230 RIO NEGRO";44
"412240 ROLANDIA";75
"412250 RONCADOR";6
"412260 RONDON";9
"412265 ROSARIO DO IVAI";7
"412270 SABAUDIA";7
"412280 SALGADO FILHO";6
"412290 SALTO DO ITARARE";3
"412300 SALTO DO LONTRA";10
"412320 SANTA CECILIA DO PAVAO";4
"412330 SANTA CRUZ DE MONTE CASTELO";6
"412340 SANTA FE";7
"412350 SANTA HELENA";47
"412360 SANTA INES";2
"412370 SANTA ISABEL DO IVAI";2
"412380 SANTA IZABEL DO OESTE";5
"412382 SANTA LUCIA";3
"412385 SANTA MARIA DO OESTE";11
"412390 SANTA MARIANA";3
"412395 SANTA MONICA";3
"412400 SANTANA DO ITARARE";3
"412402 SANTA TEREZA DO OESTE";3
"412405 SANTA TEREZINHA DE ITAIPU";12
"412410 SANTO ANTONIO DA PLATINA";120
"412430 SANTO ANTONIO DO PARAISO";1
"412440 SANTO ANTONIO DO SUDOESTE";30
"412450 SANTO INACIO";8
"412460 SAO CARLOS DO IVAI";1
"412470 SAO JERONIMO DA SERRA";6
"412480 SAO JOAO";15
"412500 SAO JOAO DO IVAI";14
"412510 SAO JOAO DO TRIUNFO";16
"412520 SAO JORGE D'OESTE";1
"412530 SAO JORGE DO IVAI";5
"412535 SAO JORGE DO PATROCINIO";7
"412540 SAO JOSE DA BOA VISTA";12
"412550 SAO JOSE DOS PINHAIS";231
"412560 SAO MATEUS DO SUL";62
"412570 SAO MIGUEL DO IGUACU";45
"412575 SAO PEDRO DO IGUACU";11
"412580 SAO PEDRO DO IVAI";6
"412590 SAO PEDRO DO PARANA";1
"412600 SAO SEBASTIAO DA AMOREIRA";5
"412610 SAO TOME";5
"412620 SAPOPEMA";5
"412625 SARANDI";44
"412627 SAUDADE DO IGUACU";4
"412630 SENGES";15
"412635 SERRANOPOLIS DO IGUACU";1
"412640 SERTANEJA";5
"412650 SERTANOPOLIS";12
"412660 SIQUEIRA CAMPOS";42
"412665 SULINA";5
"412667 TAMARANA";6
"412670 TAMBOARA";2
"412680 TAPEJARA";12
"412690 TAPIRA";6
"412700 TEIXEIRA SOARES";17
"412710 TELEMACO BORBA";170
"412720 TERRA BOA";21
"412730 TERRA RICA";8
"412740 TERRA ROXA";22
"412750 TIBAGI";17
"412760 TIJUCAS DO SUL";37
"412770 TOLEDO";192
"412780 TOMAZINA";7
"412785 TRES BARRAS DO PARANA";3
"412788 TUNAS DO PARANA";12
"412790 TUNEIRAS DO OESTE";6
"412795 TUPASSI";2
"412796 TURVO";17
"412800 UBIRATA";25
"412810 UMUARAMA";337
"412820 UNIAO DA VITORIA";152
"412830 UNIFLOR";2
"412840 URAI";9
"412850 WENCESLAU BRAZ";26
"412853 VENTANIA";11
"412855 VERA CRUZ DO OESTE";14
"412860 VERE";6
"412862 ALTO PARAISO";4
"412863 DOUTOR ULYSSES";11
"412865 VIRMOND";2
"412870 VITORINO";1
"412880 XAMBRE";5
"420005 ABDON BATISTA";1
"420010 ABELARDO LUZ";35
"420020 AGROLANDIA";14
"420030 AGRONOMICA";4
"420040 AGUA DOCE";7
"420050 AGUAS DE CHAPECO";6
"420055 AGUAS FRIAS";2
"420060 AGUAS MORNAS";4
"420070 ALFREDO WAGNER";9
"420075 ALTO BELA VISTA";1
"420080 ANCHIETA";6
"420090 ANGELINA";7
"420100 ANITA GARIBALDI";9
"420110 ANITAPOLIS";1
"420120 ANTONIO CARLOS";50
"420125 APIUNA";21
"420127 ARABUTA";4
"420130 ARAQUARI";32
"420140 ARARANGUA";85
"420150 ARMAZEM";13
"420160 ARROIO TRINTA";3
"420165 ARVOREDO";2
"420170 ASCURRA";8
"420180 ATALANTA";1
"420190 AURORA";6
"420195 BALNEARIO ARROIO DO SILVA";17
"420200 BALNEARIO CAMBORIU";146
"420205 BALNEARIO BARRA DO SUL";5
"420207 BALNEARIO GAIVOTA";8
"420208 BANDEIRANTE";2
"420209 BARRA BONITA";1
"420210 BARRA VELHA";35
"420213 BELA VISTA DO TOLDO";8
"420215 BELMONTE";2
"420220 BENEDITO NOVO";11
"420230 BIGUACU";30
"420240 BLUMENAU";484
"420243 BOCAINA DO SUL";3
"420245 BOMBINHAS";45
"420250 BOM JARDIM DA SERRA";4
"420253 BOM JESUS";3
"420257 BOM JESUS DO OESTE";2
"420260 BOM RETIRO";10
"420270 BOTUVERA";8
"420280 BRACO DO NORTE";74
"420285 BRACO DO TROMBUDO";5
"420290 BRUSQUE";121
"420300 CACADOR";119
"420310 CAIBI";16
"420315 CALMON";4
"420320 CAMBORIU";42
"420325 CAPAO ALTO";2
"420330 CAMPO ALEGRE";18
"420340 CAMPO BELO DO SUL";12
"420350 CAMPO ERE";19
"420360 CAMPOS NOVOS";73
"420370 CANELINHA";13
"420380 CANOINHAS";78
"420390 CAPINZAL";13
"420395 CAPIVARI DE BAIXO";43
"420400 CATANDUVAS";11
"420410 CAXAMBU DO SUL";2
"420415 CELSO RAMOS";1
"420417 CERRO NEGRO";5
"420419 CHAPADAO DO LAGEADO";1
"420420 CHAPECO";458
"420425 COCAL DO SUL";9
"420430 CONCORDIA";105
"420435 CORDILHEIRA ALTA";4
"420440 CORONEL FREITAS";10
"420445 CORONEL MARTINS";2
"420450 CORUPA";16
"420455 CORREIA PINTO";18
"420460 CRICIUMA";327
"420470 CUNHA PORA";10
"420475 CUNHATAI";3
"420480 CURITIBANOS";128
"420490 DESCANSO";6
"420500 DIONISIO CERQUEIRA";28
"420510 DONA EMMA";7
"420515 DOUTOR PEDRINHO";2
"420517 ENTRE RIOS";4
"420519 ERMO";4
"420520 ERVAL VELHO";6
"420530 FAXINAL DOS GUEDES";13
"420540 FLORIANOPOLIS";975
"420543 FORMOSA DO SUL";4
"420545 FORQUILHINHA";22
"420550 FRAIBURGO";54
"420555 FREI ROGERIO";1
"420560 GALVAO";2
"420570 GAROPABA";31
"420580 GARUVA";19
"420590 GASPAR";67
"420600 GOVERNADOR CELSO RAMOS";2
"420610 GRAO PARA";9
"420620 GRAVATAL";5
"420630 GUABIRUBA";13
"420640 GUARACIABA";15
"420650 GUARAMIRIM";48
"420660 GUARUJA DO SUL";4
"420665 GUATAMBU";4
"420670 HERVAL D'OESTE";11
"420675 IBIAM";1
"420680 IBICARE";2
"420690 IBIRAMA";15
"420700 ICARA";33
"420710 ILHOTA";10
"420720 IMARUI";12
"420730 IMBITUBA";45
"420740 IMBUIA";4
"420750 INDAIAL";93
"420757 IOMERE";3
"420760 IPIRA";8
"420765 IPORA DO OESTE";17
"420768 IPUACU";3
"420770 IPUMIRIM";7
"420775 IRACEMINHA";5
"420780 IRANI";11
"420785 IRATI";2
"420790 IRINEOPOLIS";11
"420800 ITA";19
"420810 ITAIOPOLIS";10
"420820 ITAJAI";543
"420830 ITAPEMA";177
"420840 ITAPIRANGA";18
"420845 ITAPOA";17
"420850 ITUPORANGA";25
"420860 JABORA";3
"420870 JACINTO MACHADO";16
"420880 JAGUARUNA";50
"420890 JARAGUA DO SUL";157
"420895 JARDINOPOLIS";1
"420900 JOACABA";184
"420910 JOINVILLE";257
"420915 JOSE BOITEUX";7
"420917 JUPIA";2
"420920 LACERDOPOLIS";1
"420930 LAGES";401
"420940 LAGUNA";62
"420945 LAJEADO GRANDE";1
"420950 LAURENTINO";5
"420960 LAURO MULLER";16
"420970 LEBON REGIS";4
"420980 LEOBERTO LEAL";4
